INSPECTION_ID,PUBLIC_HOUSING_AGENCY_NAME,COST_OF_INSPECTION_IN_DOLLARS,INSPECTED_DEVELOPMENT_NAME,INSPECTED_DEVELOPMENT_ADDRESS,INSPECTED_DEVELOPMENT_CITY,INSPECTED_DEVELOPMENT_STATE,INSPECTION_DATE,INSPECTION_SCORE
523409,Belmont Metropolitan Housing Aut,23255,WAYNE L. HAYES TOW,100 S 3rd St,Martins Ferry,OH,6/4/2014,97
505656,Beloit Housing Authority,24295,Beloit Apts. - Pha,220 Portland Ave,Beloit,WI,5/13/2013,95
505655,Beloit Housing Authority,14461,Beloit Apts. Redev,1021 Ritsher St,Beloit,WI,5/14/2013,80
521588,Beloit Housing Authority,35276,SUNNY SLOPE MANOR,200 Cedar Ave,Beloit,KS,4/30/2014,96
506366,Benkelman Housing Authority,34115,Rainbow Fountain P,100 Rainbow Fountain Park,Benkelman,NE,7/10/2013,81
511667,Bennington Housing Authority,11160,WILLOWBROOK,10 Willow Rd,Bennington,VT,1/21/2014,92
521876,Benson County Housing Authority,29787,WESTBAY MANOR HOME,201 Main St W,Minnewaukan,ND,4/25/2014,96
510731,Benson Housing Authority,19108,BHA Properties,413 Williams Dr.,BENSON,NC,9/17/2013,92
510502,Benton Harbor Housing Commission,28473,BUSS AVENUE,925 Buss Ave,Benton Harbor,MI,1/22/2014,69
536040,Benton Harbor Housing Commission,18026,BUSS AVENUE,925 Buss Ave,Benton Harbor,MI,10/27/2014,63
510845,Benton Township Housing Commissi,15877,BLOSSOM ACRES,1216 Blossom Ln,Benton Harbor,MI,1/24/2014,82
523446,Bergen County Housing Authority,29599,HIGHLAND VIEW APTS,300 Highland Ave,Palisades Park,NJ,5/19/2014,97
523627,Bergen County Housing Authority,33617,CARUCCI APTS,281 Stuyvesant Ave,Lyndhurst,NJ,5/20/2014,100
523358,Bergen County Housing Authority,20481,BOILING SPRINGS GR,147 Hackensack St,East Rutherford,NJ,5/22/2014,98
523697,Bergen County Housing Authority,12018,David F. Roche Apt,2 Aladdin Ave,Dumont,NJ,5/28/2014,99
523504,Bergen County Housing Authority,20972,RAMSEY/MAHWAH,1600 Ramapo Brae Ln,Mahwah,NJ,6/30/2014,96
527472,Berlin Housing Authority,32345,CLARENCE  M. WELCH,10 Serenity Cir,Berlin,NH,10/15/2014,99
527839,Bernalillo County Housing Depart,28160,SEYBOLD VILLAGE,2204 Centro Familiar Blvd SW,Albuquerque,NM,8/25/2014,89
527382,Bessemer Housing Commission,30451,FAIRVIEW HOMES,709 W Iron St,Bessemer,MI,10/3/2014,99
510591,Bethany Housing Authority,30046,EASTWOOD/WESTWOOD,2602 Crossan St,Bethany,MO,11/5/2013,98
523274,Bethlehem Housing Authority,30295,High Rises,645 Leibert St,Bethlehem,PA,6/6/2014,76
523219,Bethlehem Housing Authority,30937,Park / Lyn,1926 Brookside Dr,Bethlehem,PA,6/10/2014,80
523876,Bethlehem Housing Authority,15583,Northeast,1429 Fritz Dr,Bethlehem,PA,6/12/2014,69
506141,Beverly Housing Authority,14593,GARDEN CITY TOWERS,20 Sohier Rd,Beverly,MA,7/25/2013,82
510718,Beverly Housing Authority,11878,DELACOV  HOMES,100  MAGNOLIA Street,BEVERLY,NJ,10/31/2013,85
521654,Bexar County Housing Authority,18236,SCATTERED SITES,1017 N Main Ave,San Antonio,TX,3/19/2014,43
527722,Bexar County Housing Authority,16111,SCATTERED SITES,1017 N Main Ave,San Antonio,TX,11/4/2014,75
506237,Big Rapids Housing Commission,39558,Parkview Village,9 Parkview Vlg,Big Rapids,MI,7/8/2013,97
507122,BIG STONE COUNTY  HRA,27695,LAKESIDE APARTMENT,301 1st St NW,Ortonville,MN,6/25/2013,95
507211,Binghamton Housing Authority,11087,SARATOGA APTS.,35 Felters Rd,Binghamton,NY,8/26/2013,98
527287,Binghamton Housing Authority,29731,NORTH SHORE TOWERS,45 Exchange St,Binghamton,NY,10/6/2014,75
523097,Bird City Housing Authority,36238,LEBOW MANOR,209 N Rich St,Bird City,KS,8/4/2014,86
522493,Bladenboro Housing Authority,11492,SPINNERS CT./HARMO,117 Main St,BLADENBORO,NC,5/5/2014,90
522412,Blair Housing Authority,10396,PARKVIEW MANOR,758 S 758 S 16th St Street,BLAIR,NE,5/5/2014,98
522324,Bloomfield Housing Authority,18577,SCATTERED SITE,1190 Blue Hills Ave,Bloomfield,CT,4/15/2014,73
522287,Bloomfield Housing Authority,30705,BLOOMFIELD HOUSING,100 W Main St,Bloomfield,IN,4/21/2014,67
539006,Bloomfield Housing Authority,39447,BLOOMFIELD HOUSING,100 W Main St,Bloomfield,IN,1/27/2015,71
539137,BLUE EARTH COUNTY EDA,18784,BRECKENRIDGE TOWNH,100 Breckenridge Path,Eagle Lake,MN,1/14/2015,93
539135,BLUE EARTH COUNTY EDA,37189,BLUE EARTH COUNTY,10 Civic Center Plz,Mankato,MN,1/15/2015,86
506065,Blue Hill Housing Authority,31878,WESTGATE MANOR,705 W Seward,BLUE HILL,NE,6/28/2013,98
537777,Blue Rapids Housing Authority,32221,MESA VIEW MANOR,504 E 5th St,Blue Rapids,KS,1/15/2015,96
537624,Blytheville Housing Authority,16706,CLEARLAKE/EAST ROS,31 Arkansas St,Blytheville,AR,1/21/2015,78
522215,BOAZ HOUSING AUTHORITY,12026,SUMMERVILLE HOMES,400 Woodley TERRCE,BOAZ,AL,4/1/2014,70
522344,BOAZ HOUSING AUTHORITY,21751,MT VERNON HOMES,400 Woodley Ter,Boaz,AL,4/2/2014,68
522458,BOAZ HOUSING AUTHORITY,12740,MT VERNON HOMES,400 Woodley Ter,Boaz,AL,4/3/2014,82
522581,BOAZ HOUSING AUTHORITY,22334,GERALDINE HOMES,400 Woodley Ter,Boaz,AL,4/7/2014,73
510821,Boise City Housing Authority,22944,CAPITOL PLAZA,700 W Cunningham Pl,Boise,ID,7/23/2013,82
506440,Bolivar Housing Authority,12277,HATCHIE HAV CHICKA,621 Hatchie Hvn,Bolivar,TN,7/31/2013,93
521577,Bonner Springs Housing Authority,39312,VAUGHN DALE,420 N Park Ave,Bonner Springs,KS,5/27/2014,82
510648,Boonton Housing Authority,20484,RIVERVIEW APTS/CHE,125 Chestnut St,Boonton,NJ,1/15/2014,96
506721,Borough of Clementon Housing Aut,35867,WOOSTER TOWERS,22 Gibbsboro Rd,Clementon,NJ,9/19/2013,92
505840,Boston Housing Authority,16479,Orchard Offsite Ph,10 Long Ave,Allston,MA,5/21/2013,93
506179,Boston Housing Authority,25010,WASHINGTON STREET,35 Fidelis Way,Brighton,MA,5/22/2013,83
506057,Boston Housing Authority,38281,HASSAN APARTMENTS,705  RIVER Street,MATTAPAN,MA,6/11/2013,85
505879,Boston Housing Authority,15479,PASCIUCCO APARTMEN,330 Bowdoin St,Dorchester,MA,6/12/2013,74
506305,Boston Housing Authority,34634,J. J. CARROL APART,130 Chestnut Hill Ave,Brighton,MA,6/13/2013,93
505977,Boston Housing Authority,10545,FOLEY APARTMENTS,199 H St,South Boston,MA,6/18/2013,95
505990,Boston Housing Authority,19446,AUSONIA HOMES,185 Fulton St,Boston,MA,6/19/2013,90
505996,Boston Housing Authority,12591,Washington Manor,1701 Washington St,Roxbury,MA,6/20/2013,91
505971,Boston Housing Authority,22863,W. NEWTON-RUTLAND-,94 W Newton St,Boston,MA,6/24/2013,70
505925,Boston Housing Authority,27632,WALNUT PARK,1990 Columbus Ave,Roxbury,MA,6/25/2013,88
505822,Boston Housing Authority,37994,ST.  BOTOLPH STREE,70 Saint Botolph St,Boston,MA,6/26/2013,88
506068,Boston Housing Authority,29279,Orchard Park Phase,2 Ambrose St,Roxbury,MA,6/27/2013,86
506168,Boston Housing Authority,28686,WHITTIER STREET,200 Ruggles St,Roxbury,MA,7/8/2013,73
505818,Boston Housing Authority,33329,MLK TOWERS,280 Martin Luther King Blvd,Roxbury,MA,7/9/2013,92
505838,Boston Housing Authority,13030,Lower Mills,2262 Dorchester Ave,Dorchester,MA,7/10/2013,66
506120,Boston Housing Authority,21458,SPRING STREET,23 Spring St,West Roxbury,MA,7/11/2013,86
506171,Boston Housing Authority,35031,FRANKLIN FIELD,91 Ames St,Dorchester,MA,7/15/2013,52
505966,Boston Housing Authority,27665,CATHEDRAL,1472 Washington St,Boston,MA,7/17/2013,77
505811,Boston Housing Authority,28827,OLD COLONY,265 E 9th St,South Boston,MA,7/23/2013,64
506100,Boston Housing Authority,22832,COMMONWEALTH,35 Fidelis Way,Brighton,MA,7/24/2013,81
505816,Boston Housing Authority,26072,ANNAPOLIS STREET,52 Summer St,Hyde Park,MA,8/5/2013,90
516228,Boston Housing Authority,17759,CODMAN APARTMENTS,784 Washington St,Dorchester,MA,2/28/2014,70
523694,Boston Housing Authority,16949,HIGHLAND PARK,52 Highland Ave,Roxbury,MA,4/8/2014,84
523886,Boston Housing Authority,24704,MEADE APARTMENTS,5 Melville Ave,Dorchester,MA,4/9/2014,92
523720,Boston Housing Authority,18136,ROCKLAND TOWERS,5300 Washington St,West Roxbury,MA,4/10/2014,88
523608,Boston Housing Authority,39413,WHITTIER STREET,200 Ruggles St,Roxbury,MA,5/21/2014,60
523601,Boston Housing Authority,26756,Franklin Hill Phas,1 Shandon Rd,Dorchester,MA,5/22/2014,94
523392,Boston Housing Authority,23990,Frederick Douglas,755 Tremont St,Roxbury,MA,5/23/2014,83
523200,Boston Housing Authority,19813,ASHMONT STREET,374 Ashmont St,Dorchester,MA,5/27/2014,67
523684,Boston Housing Authority,31988,ORCHARD GARDENS PH,25 Ambrose St,Roxbury,MA,5/28/2014,91
523340,Boston Housing Authority,29869,W. NEWTON-RUTLAND-,94 W Newton St,Boston,MA,5/29/2014,64
523210,Boston Housing Authority,22974,EVA WHITE APARTMEN,440 Tremont St,Boston,MA,5/30/2014,89
523236,Boston Housing Authority,29313,PASCIUCCO APARTMEN,330 Bowdoin St,Dorchester,MA,6/4/2014,90
523310,Boston Housing Authority,30898,Maverick Landing P,119 Sumner St,East Boston,MA,6/19/2014,92
523405,Boston Housing Authority,30860,Maverick Landing P,21 Maverick St,East Boston,MA,6/20/2014,90
523611,Boston Housing Authority,37854,FRANKLIN FIELD,91 Ames St,Dorchester,MA,6/23/2014,67
523563,Boston Housing Authority,27273,MISSION,43 Smith St,Roxbury,MA,6/24/2014,92
523549,Boston Housing Authority,28280,DAVISON APARTMENTS,101 Davison St,Hyde Park,MA,6/25/2014,90
523848,Boston Housing Authority,37259,POND STREET,29 Pond St,Jamaica Plain,MA,7/1/2014,93
523724,Boston Housing Authority,16062,ROSLYN APARTMENTS,1 Cliffmont St,Roslindale,MA,7/2/2014,74
523741,Boston Housing Authority,12035,Washington Beech P,4560 Washington St,Roslindale,MA,7/3/2014,95
523103,Boston Housing Authority,10414,OLD COLONY,265 E 9th St,South Boston,MA,7/7/2014,47
523820,Boston Housing Authority,13349,Franklin Hill Phas,113 Shandon Rd,Dorchester,MA,7/8/2014,97
523143,Boston Housing Authority,31396,Lower Mills,2262 Dorchester Ave,Dorchester,MA,7/9/2014,68
523772,Boston Housing Authority,35856,ALICE HEYWOOD TAYL,260 Ruggles St,Roxbury,MA,7/30/2014,74
523702,Boston Housing Authority,22848,ORCHARD GARDENS OF,74 Adams St,Roxbury,MA,7/31/2014,89
523483,Boston Housing Authority,24061,Maverick Landing P,51 Maverick St,East Boston,MA,8/1/2014,95
523316,Boston Housing Authority,24483,CATHEDRAL,1472 Washington St,Boston,MA,8/4/2014,92
523172,Boston Housing Authority,27050,CHARLESTOWN,55 Bunker Hill St,Charlestown,MA,8/5/2014,85
523561,Boston Housing Authority,12044,Franklin Hill Phas,51 Franklin Hill Ave,Dorchester,MA,8/7/2014,97
523663,Boston Housing Authority,33550,BROMLEY PARK,30 Bickford St,Jamaica Plain,MA,8/20/2014,82
523253,Boston Housing Authority,29225,HOLGATE APARTMENTS,129 Elm Hill Ave,Dorchester,MA,10/14/2014,75
505355,Boulder Housing Partners,35740,"Family Sites - AC,",4800 Broadway St,Boulder,CO,5/28/2013,68
505357,Boulder Housing Partners,12992,"Senior Sites - NP,",1133 Portland Pl,Boulder,CO,5/31/2013,62
521712,Boulder Housing Partners,19550,"Senior Sites - NP,",1133 Portland Pl,Boulder,CO,5/7/2014,75
521593,Boulder Housing Partners,19869,"Family Sites - AC,",1133 Portland Pl,Boulder,CO,5/8/2014,77
523594,Bourne Housing Authority,16130,BOURNE HA,871 Shore Rd,Pocasset,MA,6/6/2014,86
510341,Bowie County Housing Authority,27982,Bowie County Housi,1002 Macarthur Ave,Wake Village,TX,1/14/2014,92
510378,Boyne City Housing Commission,35233,LITZENBURGER/CONKL,829 S Park St,Boyne City,MI,2/5/2014,96
522066,Brackettville Housing Authority,16408,unnamed,205 South Sweeney,BRACKETTVILLE,TX,5/12/2014,92
527807,Bradford County Housing Authorit,35825,MCCALLUM MANOR,32 S Minnequa Ave,Canton,PA,10/28/2014,91
528049,Bradford County Housing Authorit,19262,KEYSTONE MANOR,900 N Elmer Ave,Sayre,PA,10/29/2014,97
507129,Branson Housing Authority,23537,OAK MANOR,320 W 320  W. Main Street Street,BRANSON,MO,8/27/2013,86
506147,Brattleboro Housing Authority,20217,MELROSE TERRACE,224 Melrose St,Brattleboro,VT,6/26/2013,96
506213,Brattleboro Housing Authority,18270,SAMUEL ELLIOT APTS,107 Elliot St,Brattleboro,VT,6/27/2013,85
505456,Brazil Housing Authority,24320,Jackson Gardens &,122 W Jackson St,Brazil,IN,6/11/2013,89
505455,Brazil Housing Authority,16517,COOPER TOWERS,120 W Jackson St,Brazil,IN,6/12/2013,90
506239,BRECKENRIDGE HRA OF BRECKENRIDGE,23969,PARK MANOR/SCATTER,200 Park Ave Ofc,Breckenridge,MN,6/28/2013,99
506356,Brevard Housing Authority,25576,BALSAM/BEECH/CEDAR,133 W Morgan St,Brevard,NC,7/2/2013,87
523102,Bridgeport Housing Authority,38236,CAMP CLARKE VILLA,310 W 5th St,Bridgeport,NE,6/16/2014,97
511575,Bridgeton Housing Authority,30648,BRIDGETON COMMONS,1 Clarke Rd,Bridgeton,NJ,12/17/2013,74
505653,Brillion Housing Authority,27203,PARKVIEW HOMES,214 S Parkway Dr,Brillion,WI,5/22/2013,99
510355,Bristol Housing,30396,FAMILY UNITS,100 Ash St,Bristol,TN,9/12/2013,96
538153,Bristol Housing,11420,EDGEMONT TOWERS,204 Bluff City Hwy,Bristol,TN,1/26/2015,76
507131,Bristol Housing Authority,35306,CAMBRIDGE PARK,164 Jerome Ave,Bristol,CT,8/22/2013,85
527465,Bristol Housing Authority,20646,BONNIE ACRES,164 Jerome Ave,Bristol,CT,9/12/2014,97
527572,Bristol Housing Authority,27324,GAYLORD TOWER,55 Gaylord St,Bristol,CT,9/26/2014,92
527376,Bristol Housing Authority,39542,BENJAMIN CHURCH MA,  ,BRISTOL,RI,10/7/2014,99
506322,Bristol Redevelopment & Housing,17375,MOSBY HOMES,809 Edmond St,Bristol,VA,6/17/2013,74
506254,Bristol Redevelopment & Housing,35983,MROP-BONHAM CIRCLE,809 Edmond St,Bristol,VA,6/18/2013,75
506376,Bristol Redevelopment & Housing,23012,JONES MANOR,809 Edmond St,Bristol,VA,6/20/2013,92
523249,Bristol Redevelopment & Housing,24296,SAPLING GROVE APAR,809 Edmond St,Bristol,VA,7/2/2014,89
523659,Bristol Redevelopment & Housing,12899,JOHNSON CT,809 Edmond St,Bristol,VA,7/3/2014,86
523714,Bristol Redevelopment & Housing,24002,MROP-BONHAM CIRCLE,809 Edmond St,Bristol,VA,7/7/2014,76
523818,Bristol Redevelopment & Housing,25497,MOSBY HOMES,809 Edmond St,Bristol,VA,7/8/2014,77
523555,Bristol Redevelopment & Housing,16181,RICE TERRACE,809 Edmond St,Bristol,VA,7/9/2014,69
500331,Brockton Housing Authority,14155,CAMPELLO HIGH RISE,1380 Main St,Brockton,MA,3/12/2013,78
505466,Brockton Housing Authority,35547,Belair Towers,105 Belair St,Brockton,MA,6/18/2013,98
522567,Brockton Housing Authority,35206,CRESCENT COURT,53 Plymouth St,Brockton,MA,5/8/2014,61
521607,Brockton Housing Authority,36225,CAMPELLO HIGH RISE,1380 Main St,Brockton,MA,5/20/2014,79
522392,Broken Bow Housing Authority,30960,BROKEN BOW HOUSING,825 S 825 S 9th Ave Avenue,BROKEN BOW,NE,5/8/2014,98
527943,Bronson Housing Commission,37084,FAIRVIEW MANOR,318 S 318 318 S. RUGGLES ST,BRONSON,MI,8/12/2014,96
506381,Brookline Housing Authority,37761,MORSE APARTMENTS,90 Longwood Ave,Brookline,MA,6/19/2013,80
535809,BROWARD COUNTY HOUSING AUTHORITY,31809,SCATTERED SITES,2400 NW 2400 NW 22ND STREET Street,FORT LAUDERDALE,FL,10/14/2014,92
535798,BROWARD COUNTY HOUSING AUTHORITY,23851,MEYERS ESTATES,2411 NW NW 2411 NW 7TH STREET Street,FORT LAUDERDALE,FL,10/15/2014,83
535799,BROWARD COUNTY HOUSING AUTHORITY,33495,GRIFFIN GARDENS,4881  4881 GRIFFIN ROAD Road,FORT LAUDERDALE,FL,11/24/2014,82
535808,BROWARD COUNTY HOUSING AUTHORITY,31167,HIGHLAND GARDENS,331 NE 331 NE 48TH STREET Street,POMPANO BEACH,FL,12/4/2014,90
523113,BROWN METROPOLITAN HOUSING AUTHO,16065,SCATTERED SITES,406 W Plum St,Georgetown,OH,6/24/2014,76
527267,Brownsville Housing Authority,33879,Tropical Gardens a,250 Ash St,Brownsville,TX,9/3/2014,98
527825,Brownsville Housing Authority,16772,Sunset Haven,301 Horizon Ln,Brownsville,TX,9/4/2014,99
527316,Brownsville Housing Authority,29245,BROWNSVILLE HOUSIN,254 Anderson Ave,Brownsville,TN,10/6/2014,79
527956,Brownsville Housing Authority,35468,BUENA VIDA,1419 E Tyler St,Brownsville,TX,12/8/2014,99
536476,Bruce Housing Authority,14626,PARKSIDE HOMES,503 S Coleman St,Bruce,WI,12/11/2014,99
506752,Brunswick Housing Authority,36703,WOODLAWN TOWER,30 Water St,Brunswick,ME,6/25/2013,82
527315,Brunswick Housing Authority,14942,BRUNSWICK LHA,510 N Adams St,Brunswick,MO,8/8/2014,87
505579,Bucks County Housing Authority,34209,GRUNDY GARDENS,430 S Olds Blvd,Fairless Hills,PA,5/2/2013,99
505578,Bucks County Housing Authority,38503,VENICE ASHBY II,5401 Beaver Dam Rd,Bristol,PA,5/14/2013,79
522217,Bucks County Housing Authority,30807,MACINTOSH REGENCY,185 Kenwood Dr N,Levittown,PA,3/10/2014,81
521583,Bucks County Housing Authority,38820,GRUNDY TOWERS,205 Pond St,Bristol,PA,3/17/2014,88
521943,Bucks County Housing Authority,25792,VENICE ASHBY II,5401 Beaver Dam Rd,Bristol,PA,4/2/2014,83
523814,Buena Housing Authority,14056,PARKVIEW GARDENS,600 Central Ave,Minotola,NJ,6/2/2014,99
507124,Buffalo Municipal Housing Author,23236,LOWER WEST SIDE HO,515 Clinton St,Buffalo,NY,7/29/2013,79
507210,Buffalo Municipal Housing Author,15986,Lakeview on the Pa,400 Trenton Ave,Buffalo,NY,7/31/2013,95
506773,Buffalo Municipal Housing Author,34671,FERRY-GRIDER,967 E Ferry St,Buffalo,NY,8/5/2013,80
506939,Buffalo Municipal Housing Author,34352,JASPER PARRISH PLA,6 Jasper Parrish Dr,Buffalo,NY,8/7/2013,47
506862,Buffalo Municipal Housing Author,25164,"SCHWAB, KOWAL & MS",1250 Bailey Ave,Buffalo,NY,8/19/2013,69
506947,Buffalo Municipal Housing Author,12555,KELLY GARDENS & LY,167 W Humboldt Pkwy,Buffalo,NY,8/20/2013,71
507030,Buffalo Municipal Housing Author,17173,SEDITA & STUYVESAN,245 Elmwood Ave,Buffalo,NY,8/22/2013,55
527930,Buffalo Municipal Housing Author,33360,AD Price Phase II,450 Jefferson Ave,Buffalo,NY,7/18/2014,94
528318,Buffalo Municipal Housing Author,37769,Walden Park,101 Bakos Blvd,Buffalo,NY,7/28/2014,77
528188,Buffalo Municipal Housing Author,34760,"HOLLING HOMES, CAM",1 Holling Dr,Buffalo,NY,10/14/2014,77
528196,Buffalo Municipal Housing Author,15633,"SCHWAB, KOWAL & MS",1250 Bailey Ave,Buffalo,NY,10/16/2014,81
527571,Buffalo Municipal Housing Author,34579,Lakeview Family Ho,400 Trenton Ave,Buffalo,NY,10/20/2014,95
527261,Buffalo Municipal Housing Author,32951,COMM. PERRY HOMES,386 Perry St,Buffalo,NY,10/22/2014,56
528453,Buffalo Municipal Housing Author,36526,COMM. PERRY EXT. H,386 Perry St,Buffalo,NY,10/27/2014,67
528478,Buffalo Municipal Housing Author,28835,SEDITA & STUYVESAN,245 Elmwood Ave,Buffalo,NY,10/30/2014,93
528310,Buffalo Municipal Housing Author,38204,A.D. Price - Phase,43 Mortimer St,Buffalo,NY,11/3/2014,85
527963,Buffalo Municipal Housing Author,38207,LANGFIELD HOMES,35 Tower St,Buffalo,NY,11/12/2014,60
527393,Buffalo Municipal Housing Author,10035,"FD FED, REDWOOD, W",515 Clinton St,Buffalo,NY,11/17/2014,87
528052,Buffalo Municipal Housing Author,36134,SHAFFER VILLAGE &,90 Isabelle St,Buffalo,NY,12/1/2014,46
527268,Buffalo Municipal Housing Author,32951,LOWER WEST SIDE HO,162 West Ave,Buffalo,NY,12/4/2014,63
527830,Buffalo Municipal Housing Author,21638,KENFIELD HOMES,39 Tower St,Buffalo,NY,1/20/2015,69
523357,Bureau County Housing Authority,16452,PRINCETON HI RISE,444 S Church St,Princeton,IL,6/9/2014,83
523285,Bureau County Housing Authority,37026,SPRING VALLEY HI-R,415 W Erie St,Spring Valley,IL,8/21/2014,93
510803,Burke Housing and Redevelopment,27729,BURKE,817 JEFFERSON AVE,BURKE,SD,2/19/2014,99
505684,Burleigh County Housing Authorit,12076,SCATTERED SITES,107 E 107 BOWEN AVE Avenue,BISMARCK,ND,4/30/2013,64
522626,Burleigh County Housing Authorit,34494,Tatley,127 London Ave,Bismarck,ND,4/28/2014,82
522299,Burleigh County Housing Authorit,25962,CRESCENT MANOR,107 E 107 BOWEN AVE Avenue,BISMARCK,ND,4/29/2014,96
522414,Burleigh County Housing Authorit,11930,CUL-DE-SACS,415 S Washington St,Bismarck,ND,5/1/2014,78
528094,Burlington Housing Authority,20388,Family AMP,1554 North Ave,Burlington,VT,9/11/2014,85
528299,Burlington Housing Authority,18024,BURLINGTON,944 Lowell Ave,Burlington,CO,10/6/2014,76
506756,Burnett County Housing Authority,33106,BURNETT CO LR,7350 Main St E,Webster,WI,8/26/2013,78
510877,Burwell Housing Authority,19282,PARK VIEW PLAZA,400 N 8th Ave,Burwell,NE,10/22/2013,98
507085,BUTLER METROPOLITAN HOUSING AUTH,34007,MARK C. PETTY PLAZ,115 Knapp Dr,Hamilton,OH,7/17/2013,86
507169,BUTLER METROPOLITAN HOUSING AUTH,37046,J. ROSS HUNT TOWER,112 S Clinton St,Middletown,OH,7/26/2013,93
506999,BUTLER METROPOLITAN HOUSING AUTH,20760,HENRY LONG TOWERS,150 S B St,Hamilton,OH,8/12/2013,86
506454,BUTLER METROPOLITAN HOUSING AUTH,27403,MIDDLETOWN ESTATES,4110  4110 HAMILTON MIDDLETOWN RD Road,HAMILTON,OH,9/16/2013,83
528251,BUTLER METROPOLITAN HOUSING AUTH,30125,RIVERSIDE HOMES,4110 Hamilton Middletown Rd,Hamilton,OH,8/25/2014,83
527490,BUTLER METROPOLITAN HOUSING AUTH,29140,TOWNHOMES WEST,1820 S Main St,Middletown,OH,8/26/2014,88
539288,Cairo Housing Authority,38874,HULETT PARK HOMES,420 S High St,Cairo,NE,1/21/2015,97
506645,Calumet Housing Commission,21588,PARK AVENUE APTS,1 Park Ave,Calumet,MI,8/6/2013,87
510386,Cambridge Housing Authority,34082,PARKSIDE MANOR,209 Nelson St,Cambridge,NE,8/12/2013,100
514291,Cambridge Housing Authority,28588,Lincoln Way Extens,100 Lincoln Way,Cambridge,MA,9/23/2013,90
521893,Cambridge Housing Authority,15055,Lincoln Way,1 Lincoln Way,Cambridge,MA,4/3/2014,99
522080,Cambridge Housing Authority,20975,Jackson Gardens,137 Prospect St,Cambridge,MA,4/8/2014,98
523829,Cambridge Housing Authority,27099,CORCORAN PARK,1 Corcoran Ln,Cambridge,MA,7/14/2014,94
523765,Cambridge Housing Authority,37138,WASHINGTON ELMS,131 Washington St,Cambridge,MA,7/15/2014,97
523490,Cambridge Housing Authority,30315,LYNDON B JOHNSON A,150 Erie St,Cambridge,MA,7/17/2014,99
523338,Cambridge Housing Authority,32733,Norfolk Street,116 Norfolk St,Cambridge,MA,7/18/2014,99
523329,Cambridge Housing Authority,32377,DANIEL F BURNS APT,50 Churchill Ave,Cambridge,MA,7/21/2014,97
523407,Cambridge Housing Authority,32442,MILLERS RIVER APTS,15 Lambert St,Cambridge,MA,7/22/2014,98
523403,Cambridge Housing Authority,35033,Woodrow Wilson Cou,9 Woodrow Wilson Ct,Cambridge,MA,7/23/2014,98
523696,Cambridge Housing Authority,37602,JEFFERSON PARK,1 Jackson Pl,Cambridge,MA,7/24/2014,92
523873,Cambridge Housing Authority,23694,Leonard J. Russell,2050 Massachusetts Ave,Cambridge,MA,7/25/2014,96
523844,Cambridge Housing Authority,10545,ROOSEVELT TOWERS,14 Roosevelt Towers,Cambridge,MA,7/28/2014,85
523779,Cambridge Housing Authority,21137,Frank J. Manning A,237 Franklin St,Cambridge,MA,7/29/2014,98
523902,Cambridge Housing Authority,34753,J F KENNEDY APTS,55 Essex St,Cambridge,MA,7/30/2014,99
523158,Cambridge Metropolitan Housing A,22728,PINE KNOLL,120 Pine Ct,Cambridge,OH,6/19/2014,75
